,Dataset,Affect,MSE,R^2,MAE,STD
0,Train,Arousal,0.08441048066234028,0.9392735432255903,0.2518492465002556,0.1448531590942834
1,Train,Valence,0.06106319125431151,0.9473290349017255,0.190088014401161,0.15789153883389548
2,Test,Arousal,1.4883247262513584,-0.05667600595866462,1.1151083242347208,0.4948314374348003
3,Test,Valence,1.2335490778169829,-0.06409520050052908,0.8755617466736997,0.6833305975724219
4,Test,Total,1.360936902034171,-0.06038560322958941,0.9953350354542103,0.608477665351438
