,Dataset,Affect,MSE,R^2,MAE,STD
0,Train,Arousal,0.14476721362990408,0.8959112857418612,0.3299529080754292,0.18946844613938074
1,Train,Valence,0.12072731213993165,0.8958204037436895,0.2601609012708274,0.2303120005338029
2,Test,Arousal,1.5279114837695562,-0.09392946934169788,1.115482246674365,0.5325512568043261
3,Test,Valence,1.2241230435583283,-0.07047574968768022,0.8564583407224903,0.7004299780600536
4,Test,Total,1.3760172636639463,-0.08220260951468517,0.9859702936984276,0.6355154157124582
