,Dataset,Affect,MSE,R^2,MAE,STD
0,Train,Arousal,0.04067138270017803,0.9707402573950121,0.11564710303126094,0.16521843196403646
1,Train,Valence,0.030067367211242778,0.97406494450304,0.0896260002919099,0.14844038292498896
2,Test,Arousal,1.575967438888018,-0.11890030275537633,1.1495398161034003,0.5045053518853685
3,Test,Valence,1.356159570809759,-0.16986257653108616,0.9388911099476062,0.6889434334334792
4,Test,Total,1.4660635048488886,-0.14438143863990927,1.0442154630255032,0.6129254209341644
