,Dataset,Affect,MSE,R^2,MAE,STD
0,Train,Arousal,0.1527507663176878,0.88996825930197,0.3416667685650063,0.1897750920854321
1,Train,Valence,0.12616026518244347,0.8901678761777901,0.2669753566820098,0.2342742497735445
2,Test,Arousal,1.057114884066663,0.2510381696904417,0.9123851763500014,0.4739917446996729
3,Test,Valence,0.8807622365775846,0.26357742928184946,0.7109939762299491,0.6125763644985914
4,Test,Total,0.9689385603221236,0.25730779948614746,0.8116895762899746,0.5568649675319182
