,Dataset,Affect,MSE,R^2,MAE,STD
0,Train,Arousal,0.11462472036777271,0.9169996852930472,0.28282316672087493,0.18610689598655095
1,Train,Valence,0.09455408923580648,0.9183745160085893,0.22389878522865295,0.21076864854370544
2,Test,Arousal,1.5224185217894735,-0.08056214795999739,1.1204034708865585,0.5168312918301549
3,Test,Valence,1.2860629115860645,-0.11154832694508832,0.8734165911633937,0.723330055967939
4,Test,Total,1.4042407166877722,-0.09605523745254374,0.9969100310249761,0.6406333637343207
