,Dataset,Affect,MSE,R^2,MAE,STD
0,Train,Arousal,0.08615169542202505,0.938004755736737,0.2546776215070497,0.1459143739510847
1,Train,Valence,0.0633179320424521,0.9450816050495928,0.19280862350900074,0.1616872497849367
2,Test,Arousal,0.5655533804353585,0.5997869617398786,0.6669932211953976,0.3473808044707506
3,Test,Valence,0.4288870673695708,0.6417951087732736,0.5053611846602003,0.4165298793705078
4,Test,Total,0.49722022390246384,0.6207910352565759,0.5861772029278005,0.3919394221945614
