,Dataset,Affect,MSE,R^2,MAE,STD
0,Train,Arousal,0.12648575623948544,0.908980138864618,0.30162459999163066,0.18843661247054475
1,Train,Valence,0.10084836791550653,0.9125298265335882,0.237040518810586,0.21132950659459449
2,Test,Arousal,0.8329312639328077,0.41057738609257033,0.7901229823944514,0.4567679242513697
3,Test,Valence,0.6556997233400805,0.452362018008724,0.6129151418539651,0.5291830989612334
4,Test,Total,0.7443154936364458,0.4314697020506449,0.7015190621242087,0.5021817391271962
