,Dataset,Affect,MSE,R^2,MAE,STD
0,Train,Arousal,0.12141851404528899,0.9121955720359382,0.2933954835788878,0.1879829892857318
1,Train,Valence,0.09949998807207124,0.913608660718991,0.23009524858459846,0.21576877589415733
2,Test,Arousal,0.7772753466358008,0.44627160129796384,0.7518778459409572,0.46038576370147144
3,Test,Valence,0.6678032306917983,0.44071273046800696,0.5973773799834297,0.557623077513773
4,Test,Total,0.7225392886638009,0.44349216588298596,0.6746276129621929,0.5171236530006459
