,Dataset,Affect,MSE,R^2,MAE,STD
0,Train,Arousal,0.01866362218717897,0.9842816554933964,0.0983471949350549,0.09482326421076887
1,Train,Valence,0.01592505438335251,0.9839696872600423,0.07857226153264302,0.0987494511427707
2,Test,Arousal,1.5638346372683025,-0.10610949523721258,1.1117565205521192,0.5725662199939392
3,Test,Valence,1.1957414154989487,-0.013261981989816984,0.8508439182155155,0.6868813888398912
4,Test,Total,1.3797880263836224,-0.05968573861352566,0.9813002193838158,0.6456298520211853
