,Dataset,Affect,MSE,R^2,MAE,STD
0,Train,Arousal,0.0526384518534825,0.9623732557671598,0.19418893005636717,0.12218474248876508
1,Train,Valence,0.03914557450354412,0.9662256783740447,0.1463999750899805,0.13308877412162604
2,Test,Arousal,0.3365368445016546,0.7599838504722056,0.4974420322382387,0.2984765804285922
3,Test,Valence,0.25486598126689414,0.7797790021723361,0.36992939073657854,0.34353781034430253
4,Test,Total,0.2957014128842743,0.7698814263222693,0.4336857114874083,0.32805200279214064
