,feature_importance
0,0.004952579030435653
1,0.0
2,0.0023209446536022593
3,0.0
4,0.0
5,0.0
6,0.0024973075480207497
7,0.0
8,0.0009388302712131641
9,0.0
10,0.005938743564992894
11,0.0
12,0.0032270531755451883
13,0.0
14,0.03454706870230154
15,0.00215236581775989
16,0.0
17,0.0
18,0.0
19,0.0007315193359594661
20,0.0
21,0.0
22,0.0157084569051521
23,0.0020388518869582485
24,0.007656547233643621
25,0.0
26,0.0
27,0.002106745529200312
28,0.0032798649031434463
29,0.0
30,0.0
31,0.0
32,0.002801102399594586
33,0.0
34,0.0
35,0.0
36,0.004937190846844615
37,0.04791269846883495
38,0.0
39,0.0326426362474322
40,0.0
41,0.002270956704430821
42,0.0
43,0.0
44,0.0003644922635782938
45,0.0
46,0.01054280042253845
47,0.00329837344659571
48,0.0
49,0.0023996576867018147
50,0.0
51,0.007796729811993665
52,0.0
53,0.0
54,0.0
55,0.0
56,0.001476403174125496
57,0.0037730836601502487
58,0.0
59,0.0
60,0.0
61,0.0
62,0.0024422262807553686
63,0.0
64,0.0
65,0.01466473626651495
66,0.0
67,0.002762523324267447
68,0.0
69,0.0
70,0.0
71,0.0
72,0.11923274068937076
73,0.0
74,0.0025360605767435125
75,0.02993423033912625
76,0.004763837514265188
77,0.0
78,0.0
79,0.0
80,0.0022648889762816706
81,0.0022142312985168845
82,0.0
83,0.0
84,0.03809510848678551
85,0.015746727474468897
86,0.0
87,0.0
88,0.0
89,0.0
90,0.0451298558370072
91,0.0
92,0.0
93,0.01773924659054033
94,0.0
95,0.0
96,0.0010046049407568243
97,0.0
98,0.0
99,0.0
100,0.002742733051778593
101,0.002387917323245759
102,0.005461675713379097
103,0.0
104,0.0
105,0.0012271278711983114
106,0.009949050848391167
107,0.0
108,0.003218440669660733
109,0.009468672095006757
110,0.0
111,0.0
112,0.0
113,0.0
114,0.0
115,0.0
116,0.0
117,0.0
118,0.0
119,0.011535085027461124
120,0.03128263453794758
121,0.0
122,0.0
123,0.0036842768990254537
124,0.0
125,0.008509010437739585
126,0.0
127,0.003210608397514307
128,0.0006114679368840742
129,0.00037177873338186085
130,0.0007395489426067019
131,0.0006838999884220707
132,0.00025820946806707617
133,0.00039583396888570355
134,0.0004808962148510403
135,0.0007859474398132131
136,0.0003168968749775466
137,0.0004419985135458105
138,0.0006799272377644393
139,0.0003695987718652128
140,0.003992980745456837
141,0.0013019976724453208
142,0.0015256241641360261
143,0.002656391271305232
144,0.0020328973510287617
145,0.002245196963728088
146,0.004701800974476771
147,0.0015736570357104455
148,0.0011066611300333561
149,0.005043155634681783
150,0.002471211088828463
151,0.00615384897038832
152,0.0027627704902738865
153,0.002104315187087984
154,0.002907965768253154
155,0.0003900930579041241
156,0.0013379436606393512
157,0.0005776115941179496
158,0.002117367686875486
159,0.002926804044622971
160,0.004677665257915587
161,0.00040176481959168243
162,0.0002321890640653918
163,0.0006378768355443622
