,Dataset,Affect,MSE,R^2,MAE,STD
0,Train,Arousal,0.13707698714843047,0.8993606384285047,0.3275464612481652,0.1725986757545799
1,Train,Valence,0.08951866245165958,0.9191755663963355,0.23268173415883267,0.18809006629936076
2,Test,Arousal,0.8535054992900898,0.35738300966666703,0.8076099590299287,0.4486330943719674
3,Test,Valence,0.5403058561196845,0.5121697130227063,0.5606001423558288,0.47542963360555157
4,Test,Total,0.696905677704887,0.4347763613446862,0.6841050506928787,0.4784411743583331
