,Dataset,Affect,MSE,R^2,MAE,STD
0,Train,Arousal,0.1491304412923938,0.8966496483925016,0.35778232187973724,0.14533496290548234
1,Train,Valence,0.1082769333315062,0.8998609377123028,0.2491645972517412,0.21492774787794103
2,Test,Arousal,0.9876477864611045,0.31932679069511516,0.9069292410789169,0.406358386325574
3,Test,Valence,0.6510594271198804,0.3978728569478298,0.625626632618015,0.5095593622718787
4,Test,Total,0.8193536067904927,0.3585998238214723,0.766277936848466,0.4818420179786638
