,Dataset,Affect,MSE,R^2,MAE,STD
0,Train,Arousal,0.11150199056997673,0.9189945653725188,0.30753505462054476,0.13009296963908268
1,Train,Valence,0.08563138114185116,0.9315765502756014,0.2330021576783445,0.1770349560371823
2,Test,Arousal,0.5774423723232475,0.5659874608406255,0.6956772810330115,0.30573762113577657
3,Test,Valence,0.45553061307127163,0.6360098881299812,0.5285774304229652,0.4196862079205449
4,Test,Total,0.5164864926972595,0.6009986744853034,0.6121273557279885,0.3765456055602298
