,Dataset,Affect,MSE,R^2,MAE,STD
0,Train,Arousal,0.1243419987624571,0.9107959376692979,0.32254706771642794,0.14249697495031657
1,Train,Valence,0.10072758989475539,0.9110334509975164,0.24762168765697395,0.1985222649897673
2,Test,Arousal,0.7325744731927718,0.4693482402082695,0.7744387484520238,0.36444354581860133
3,Test,Valence,0.6315028740074928,0.44223195011119676,0.6060722778498422,0.513983723506296
4,Test,Total,0.6820386736001325,0.45579009515973323,0.6902555131509329,0.45341592403098785
