,Dataset,Affect,MSE,R^2,MAE,STD
0,Train,Arousal,0.1352641306919737,0.9003374305389882,0.33614666551472266,0.14922985611233047
1,Train,Valence,0.11113984851075659,0.90562839064392,0.25719900132069606,0.21210497926826985
2,Test,Arousal,0.7949139567007703,0.4256383406863259,0.8216304704507807,0.34617528324188457
3,Test,Valence,0.6186785231764717,0.4746646797835463,0.6089417541193776,0.49786390034475003
4,Test,Total,0.7067962399386213,0.45015151023493566,0.7152861122850791,0.4417714539337259
