,feature_importance
0,0.018842387655008622
1,0.0
2,0.00681971870440474
3,0.0
4,0.0
5,0.0
6,0.0038770108347775693
7,0.0
8,0.002089719272784988
9,0.0
10,0.01637875108666577
11,0.0
12,0.010020403684226
13,0.0
14,0.018291245767626876
15,0.001939917609028092
16,0.0
17,0.0
18,0.0
19,0.0015629450561602195
20,0.0
21,0.0
22,0.014961430453781987
23,0.0017647832328937703
24,0.019826169197995357
25,0.0
26,0.0
27,0.0022198926519439604
28,0.0023142175785512103
29,0.0
30,0.0
31,0.0
32,0.0017941376702660862
33,0.0
34,0.0
35,0.0
36,0.0022337707060103196
37,0.017643661391250866
38,0.0
39,0.018187699711149204
40,0.0
41,0.0019617367558512895
42,0.0
43,0.0
44,0.0015472864534171592
45,0.0
46,0.019650354634090563
47,0.01864999966542682
48,0.0
49,0.0021755099668099897
50,0.0
51,0.011887013604813423
52,0.0
53,0.0
54,0.0
55,0.0
56,0.0021033816365968214
57,0.00831645408791766
58,0.0
59,0.0
60,0.0
61,0.0
62,0.0019568762263097884
63,0.0
64,0.0
65,0.012698014576425913
66,0.0
67,0.010674474289478231
68,0.0
69,0.0
70,0.0
71,0.0
72,0.02498256035170611
73,0.0
74,0.0033495629576860233
75,0.01698307951899637
76,0.003016618972011871
77,0.0
78,0.0
79,0.0
80,0.01145602658203961
81,0.0018890750475658326
82,0.0
83,0.0
84,0.014638471454848728
85,0.015670717414273234
86,0.0
87,0.0
88,0.0
89,0.0
90,0.021132425313202283
91,0.0
92,0.0
93,0.02251935792495198
94,0.0
95,0.0
96,0.0014523562398845525
97,0.0
98,0.0
99,0.0
100,0.0017070142446366013
101,0.00715236827053753
102,0.018674408494105295
103,0.0
104,0.0
105,0.0013909548632602617
106,0.012226436387788645
107,0.0
108,0.003269406984178952
109,0.019499124035433725
110,0.0
111,0.0
112,0.0
113,0.0
114,0.0
115,0.0
116,0.0
117,0.0
118,0.0
119,0.019301900213156156
120,0.022659564008048715
121,0.0
122,0.0
123,0.0021847795626142802
124,0.0
125,0.012320349145394807
126,0.0
127,0.0023291467063562116
128,0.00098540972004295
129,0.0010987160388048849
130,0.0009975626603749967
131,0.0010226821205690775
132,0.001103037777242248
133,0.0011399668308640658
134,0.0014985021581726975
135,0.0014330239493884217
136,0.0014935853805638792
137,0.0017031548916681435
138,0.0017825222560083217
139,0.001735009600192666
140,0.0012372685007972198
141,0.0010902370560222081
142,0.0012069318547912233
143,0.0011701697945465498
144,0.0011380343179574958
145,0.0011947070425884483
146,0.00288491734198307
147,0.002928044123602072
148,0.0027831473346233634
149,0.00486298902170877
150,0.004452598455557879
151,0.004370661048613191
152,0.006898722953246431
153,0.007523888182530749
154,0.004674819125843721
155,0.0011758819427309614
156,0.0013757705976737288
157,0.0012343781687931144
158,0.001864974532768711
159,0.0018785985129392997
160,0.001849486613724664
161,0.0013803406441260046
162,0.0015774342506706248
163,0.0016227660071476027
164,0.0015552214443478797
165,0.001663459888632075
166,0.0017895495200246363
167,0.0018059651171525408
168,0.0016852388529690074
169,0.001959544851207375
170,0.001320365029643851
171,0.0014564398441895712
172,0.0013063445609699422
173,0.0033277604128020303
174,0.003443617866393081
175,0.0032876573567567906
176,0.0030316989013276013
177,0.00317835503829917
178,0.0029172902099971637
179,0.0028320511001068325
180,0.0027552585962855153
181,0.0027181741286278547
182,0.0037656722426222273
183,0.003913395402936401
184,0.003742136215435392
185,0.0009255129769243503
186,0.0008816722760693445
187,0.0009825906979213516
188,0.000938794931763899
189,0.0009445935068340139
190,0.0009545438938563428
191,0.0009625887262705242
192,0.000848166218925907
193,0.0008040910609151792
194,0.0008364156786962588
195,0.000918103101673114
196,0.000796490358968127
197,0.0008535601980661625
198,0.0009495696804807145
199,0.0010075031141985775
200,0.0009733604762067939
201,0.0008778100588896008
202,0.0008794649517015506
203,0.0010843183274753397
204,0.0013928824892571845
205,0.0012668774718653168
206,0.0009933767582413285
207,0.0009362966386407408
208,0.0009985140116090647
209,0.0008331173097017278
210,0.0009142527990459807
211,0.0008848350775770641
212,0.0008171778390210615
213,0.0008292273707786784
214,0.0008593897479335857
215,0.0008458876099883458
216,0.0009416930446320545
217,0.0009203351428409235
218,0.0008456638337775371
219,0.0009067350075499443
220,0.0008091209829139826
221,0.001398708864200766
222,0.0011493886622549322
223,0.0013757775573749634
224,0.001048333783535878
225,0.0010187082619219452
226,0.0009733588089786842
227,0.0009585126853327039
228,0.001251538832078867
229,0.0011729642173705182
230,0.0008957804904628115
231,0.000890217189452172
232,0.0008935287178616459
233,0.0009703904346073337
234,0.000955520619336634
235,0.0010891797391437573
236,0.0008923633445249099
237,0.0009363829487952412
238,0.0009640889899733939
239,0.00276891366674027
240,0.002671968290958582
241,0.0027086264112307803
242,0.0020743280596163603
243,0.0021228956719134863
244,0.001913986914064403
245,0.00298329387573925
246,0.003914140229021386
247,0.004475310906112018
248,0.0011629455083737195
249,0.0011740149123563254
250,0.0011108233452231727
251,0.0010898894915304237
252,0.0011794438167447357
253,0.0011668818162667057
254,0.0014435664440045437
255,0.0015276535872995255
256,0.0015098939078401093
257,0.0019822198784026236
258,0.002268024581521254
259,0.0021634195642413617
260,0.002982634081373302
261,0.002944357985060695
262,0.0034797372591105985
263,0.0
264,0.0
265,0.0
266,0.003943366182918018
267,0.0035499615994607076
268,0.0036835910419585993
269,0.002676682825854568
270,0.002592999201567267
271,0.0025859064784040657
272,0.014402132056922538
273,0.019921053572629157
274,0.01760720342259472
275,0.016144721791351187
276,0.00212277804514746
277,0.005923836524310856
278,0.009576026586268247
279,0.00492783399254187
280,0.005070984459643919
281,0.0002997652174836703
282,0.00031723516549021866
283,0.00940092646620143
284,0.0015400889260723826
285,0.008834709087498241
286,0.0016024069247125075
287,0.0015000159972071113
288,0.002250889135865526
289,0.0025835445513673052
290,0.010738634238338032
291,0.002006908564986793
292,0.003022327152235072
293,0.0038394817145467387
294,0.005052955393251239
295,0.005175912860812138
296,0.002578441398222637
297,0.001724956496602543
298,0.0014759385894920576
299,0.002267049004954844
300,0.004140902608458634
301,0.0037414063296272756
302,0.004543041207523126
303,0.004042309266400005
304,0.0039586367822017935
305,0.002685109344710063
306,0.0026481132628906915
307,0.003403036103261812
308,0.0038097095728469254
309,0.0008145419927090058
310,0.0010044513587653412
311,0.0009453243933975617
312,0.0027740192101263425
313,0.0018870951987276327
314,0.00213453835111781
315,0.0034728424896071563
316,0.0037064305689842674
317,0.0025501142811459824
318,0.0022082329906520878
319,0.00332654726649381
320,0.002703774083724767
321,0.0012117283559837004
322,0.0013527766477370807
323,0.0022173260395944366
324,0.0020621869749870105
325,0.0026264866843002774
