,feature_importance
307,0.0033231128935984366
308,0.004118919209587227
309,0.0008576819661206547
310,0.0010814191866916525
311,0.0009715214356565644
312,0.002853232301203615
313,0.0016316541630229029
314,0.0018639665575797785
315,0.0040748994915229195
316,0.0044936505984206135
317,0.002361074184230343
318,0.002374415933832229
319,0.0034295956643586754
320,0.002918931756309154
321,0.0012446424767499802
322,0.0012665498996686179
323,0.002113224368193827
324,0.0023338212371710825
325,0.002828556346897595
