,Dataset,Affect,MSE,R^2,MAE,STD
0,Train,Arousal,0.11069709546332136,0.9146182510600832,0.2812584945192251,0.1777378820738573
1,Train,Valence,0.1254749440229922,0.9141060743782755,0.271713811323347,0.22725877047791307
2,Test,Arousal,1.717978767322708,-0.04606635913575863,1.1975592458006779,0.5327575622363512
3,Test,Valence,1.2758317486519848,-0.4576351879352645,0.9045204853913822,0.6765164005102339
4,Test,Total,1.4969052579873496,-0.25185077353551144,1.05103986559603,0.626275066496524
