,Dataset,Affect,MSE,R^2,MAE,STD
0,Train,Arousal,0.07539824029295918,0.9415558235419805,0.21663529001020118,0.16872282422705948
1,Train,Valence,0.08178057250473679,0.9437444827074898,0.20871832173584315,0.19549228802310809
2,Test,Arousal,2.0282161291302914,-0.22988204867719708,1.2487198290576764,0.6847736251115829
3,Test,Valence,1.510505911200027,-0.7074898009786847,1.0028579714628314,0.7104799787984754
4,Test,Total,1.7693610201651637,-0.4686859248279479,1.125788900260254,0.7084916176045891
