,Dataset,Affect,MSE,R^2,MAE,STD
0,Train,Arousal,0.0903280706843718,0.93853989676436,0.2350661899897855,0.18727508378868205
1,Train,Valence,0.0622459360878447,0.9479252989849171,0.17881521961184874,0.1739857848302872
2,Test,Arousal,1.311513783381001,0.06533912423360044,1.0045926455566905,0.5498248810979824
3,Test,Valence,1.2257885797446373,-0.03911274013019295,0.8698634320735443,0.684927871593697
4,Test,Total,1.2686511815628205,0.013113192051701583,0.9372280388151174,0.6247037576496463
