,Dataset,Affect,MSE,R^2,MAE,STD
0,Train,Arousal,0.07530122527847206,0.9413979755515454,0.21888110613973008,0.16550615291740745
1,Train,Valence,0.08182333787505353,0.9439417561943542,0.21009846346410416,0.19411845230445252
2,Test,Arousal,1.7577817360312356,-0.07581606046167355,1.2069901853448652,0.5485949585189455
3,Test,Valence,1.2214824442541778,-0.39821174172398566,0.8847362808778899,0.6623625574808237
4,Test,Total,1.4896320901427043,-0.23701390109282894,1.0458632331113773,0.6291281171339612
