,Dataset,Affect,MSE,R^2,MAE,STD
0,Train,Arousal,0.08599588309880547,0.9342616410677311,0.2402563045075851,0.1681451493298693
1,Train,Valence,0.06063010192717653,0.9510138741437204,0.18671689217694573,0.16052072795424072
2,Test,Arousal,1.4022647342013288,0.0017091506727858752,1.0547387587615848,0.5383222872660953
3,Test,Valence,1.119669534757816,0.07629989527076697,0.8240399737368388,0.6637979033121497
4,Test,Total,1.2609671344795732,0.03900452297177637,0.9393893662492118,0.6152355264916654
