,Dataset,Affect,MSE,R^2,MAE,STD
0,Train,Arousal,0.05079767671783284,0.960059634761807,0.1764649157323955,0.14020631310105616
1,Train,Valence,0.03676573854382415,0.9698292809450257,0.13465372648504045,0.13650682212811222
2,Test,Arousal,1.2556576320974604,0.13859967651013771,0.960349815319885,0.577395760559881
3,Test,Valence,0.8926044553567672,0.2140547580893477,0.7016507534104766,0.6326852895360203
4,Test,Total,1.0741310437271134,0.1763272192154255,0.8310002843651807,0.6193299371999569
